sku;Descrição;Novo Pr.Custo Real;custo;Novo Pr. Venda 3
5453;LAZ - LM433 POLIESTER VERDE ESCURO;83,0303;65,62;299,8734
5450;LAZ - BP SHORELINE BEIGE YR528M LAZZURIL 900ML;43,6694;9,86;48,9932
8038;LAZ - ENDUREC. 065 P/ VERNIZ 8937 LAZURIL 450ML;27,1478;39,14;58,7589
6893;LAZ - BP CINZA CARBONO VW LAZZURIL 900ML;41,8402;9,85;46,9368
8294;LAZ - LM414 POLIESTER OXIDO FERRO VERMELHO;68,9146;67,91;273,8173
9391;LAZ - LM403 POLIESTER AZUL CLARO;83,9008;58,11;233,2483
5506;LAZ - HS794 ULTRABASE ALUMINIO ORANGE;245,9394;68,03;982,4068
5527;LAZ - HS720 ULTRABASE AMAR.OXIDO;94,1157;66,92;358,367
7368;LAZ - BP NOIR NACRE RENAULT LAZZURIL 900ML;28,4187;9,87;31,8848
8602;LAZ - LM401 POLIESTER PRETO;193,1901;56,34;509,4851
5539;LAZ - HS723 ULTRABASE VERMELHO VIVO;122,9421;68,03;491,0096
5540;LAZ - HS724 ULTRABASE VERMELHO ESCARLATE;264,6281;68,02;1056,6787
5541;LAZ - HS726 ULTRABASE MARROM MEDIO;253,135;68,03;1011,1072
5553;LAZ - HS736 ULTRABASE AZUL AVERMELHADO;178,4793;66,93;680,0829
5566;LAZ - HS741 ULTRABASE PRETO AZULADO;219,8127;68,02;877,6892
5567;LAZ - HS755 ULTRABASE ALUM.SUPER GRAUDO;128,9697;66,93;491,3975
5458;LAZ - HS761 ULTRABASE ALUMINIO EXTRA FINO;116,6501;68,02;465,7996
5587;LAZ - LM483 PEROLA BRONZE BR 240ML;74,876;63,86;252,6798
5595;LAZ - LM486 PEROLA VERMELHO RADIANTE 240ML;74,876;60,84;227,1866
5602;LAZ - HS777 ULTRABASE PEROLA ROSA;165,8953;68,03;662,6302
7832;LAZ - BP AZUL HAWAI VW LAZZURIL 900ML;43,7355;9,86;49,0674
5612;LAZ - HS787 ULTRABASE PEROLA VERDE;500,6061;67,28;1935,9191
5746;LAZ - .PU BRANCO 9004 MBB LAZZURIL 675ML;31,8017;52,42;75,2969
5783;LAZ - VEDACHOQUE REPARO RAPIDO  LAZZURIL 240ML;94,6254;47,11;268,5069
5782;LAZ - BP CINZA VINCI FIAT LAZURIL 900ML;39,416;9,85;44,2126
5793;LAZ - FLEXIBILIZANTE 00299 LAZZURIL 900ML;70,2543;54,41;278,6654
7374;LAZ - LM439 POLIESTER VIOLETA;119,3278;67,92;474,3323
5586;LAZ - BP PRETO ONIX EXY PEUGEOT 01 LAZZURIL 900ML;52,6323;8,84;59,9112
7750;LAZ - ACELERADOR SECAGEM 068 LAZZURIL 450ML;29,3994;60,89;89,3532
5928;LAZ - BP CINZA URANO VW LAZZURIL 900ML;32,4518;9,84;36,4004
9060;LAZ - LS205 SINTETICO AMARELO OXIDO;120,4298;67,23;464,6362
8153;LAZ - LL143 LACA NITRO VERM.OXIDO;46,0716;63,21;151,8409
9332;LAZ - LS223 SINTETICO VERM.OXIDO;33,9394;68,75;140,0114
10135;LAZ - LS226 SINTETICO VIOLETA AZULA;55,2397;67,69;217,3863
9102;LAZ - .PU VERMELHO BONANZA GM LAZZURIL 675ML;50,7328;52,44;120,1761
8383;LAZ - ENDUREC. 8110 PRIMER (8200) LAZZURIL 100ML;8,1649;42,58;19,6905
6108;LAZ - BP CINZA COLIMA GM LAZZURIL 900ML;39,0193;9,85;43,7674
6114;LAZ - .PU BRANCO GLACIER REN LAZZURIL 675ML;32,011;39,46;56,6421
6129;LAZ - SPRAY AUTOMOTIVO VERNIZ BRIL. 7502 LAZZURIL 300ML;16,0661;20,65;20,8
6171;LAZ - ENDUREC. 058 VERNIZ 8050 LAZZURIL 150ML;11,8457;51,5;27,3905
6200;LAZ - FC611 FLEET COLOR AMARELO CLA;651,7025;67,26;2517,2962
6298;LAZ - BP CINZA ORIUM GM LAZZURIL 900ML;44,1543;9,86;49,5338
6320;LAZ - LS220 SINTETICO VERM.RUBI;186,3471;67,97;742,5259
6337;LAZ - BP PRATA EGITO VW LAZZURIL 900ML;40,9697;9,86;45,9616
6385;LAZ - .PU AMARELO OURO 1900 MBB LAZZURIL 675ML;48,6612;53,52;118,6246
5199;LAZ - LM474 POLIESTER PEROLA VIOETA AZULADO;213,135;65,43;764,051
9690;LAZ - LM419 POLIESTER AMARELO TRANSPARENTE;69,3884;67,93;275,9504
6529;LAZ - HS703 ULTRABASE AZUL CLARO;113,4656;66,93;432,2514
6536;LAZ - HS701 ULTRABASE PRETO;268,2534;59,8;786,5759
6542;LAZ - HS713 ULTRABASE VERM. TRANSPARENTE;99,1956;68,03;396,1819
6704;LAZ - HS757 ULTRABASE ALUM.SUPER FINO;87,5482;66,93;333,5452
6741;LAZ - HS758 ULTRABASE ALUMINIO FINO;278,0937;67,94;1106,5166
5698;LAZ - LM464 POLIESTER PEROLA BRANCA FINA;164,1763;65,63;593,0474
8388;LAZ - ES VERMELHO 3330 MBB LAZZURIL 3,6L;76,8595;62,47;246,6681
9399;LAZ - LM440 POLIESTER BRANCO MICRONIZADO;253,719;67,74;1000,4416
6797;LAZ - LM442 LAZZUMIX POLIESTER PRETO;348,551;66,96;1329,3325
6810;LAZ - BP AZUL GURUNDI FIAT LAZURIL 900ML;43,8017;9,86;49,1416
6883;LAZ - BP CINZA QUARTZO VW2013 LAZZURIL 900ML;44,1763;9,85;49,555
9479;LAZ - THINNER RETOQUE 446 LAZZURIL 900ML;23,27;44,2;71,0052
6905;LAZ - BP VERMELHO ARPOADOR II LAZZURIL 900ML;50,2369;9,86;56,3602
7812;LAZ - BP VERMELHO REAL VW LAZZURIL 900ML;65,686;9,86;73,6912
6986;LAZ - HS763 ULTRABASE PEROL.VERMELHO FINA;294,8099;68,03;1177,4918
7030;LAZ - HS768 ULTRABASE PEROLA PRATA BRI;160,3306;67,27;619,7733
7047;LAZ - HS774 ULTRABASE PER. VIOLETA AZULADO;163,1736;68,03;651,7706
5619;LAZ - FC621 FLEET COLOR VERM.CARMIM;599,2837;66,25;2219,4327
7069;LAZ - BP CINZA TITANIO VW LAZZURIL 900ML;47,9118;9,86;53,7526
8857;LAZ - KIT VERNIZ PU LAZZURIL FOSCO 900ML (VERNIZ + CAT);80,4959;40,95;146,6844
7119;LAZ - LIQUIDO MASCARAMENTO LAZZURIL 20L;143,2165;47,42;411,2631
7050;LAZ - LS230 SECANTE LAZZUMIX SINTETICO;220,2204;66,68;830,1692
7126;LAZ - BP CINZA ACIER 266 LAZZURIL 900ML;48,9807;9,86;54,9504
7196;LAZ - FC600 MIXING FLEET COLOR;200,1653;56,49;530,1814
7202;LAZ - HS700 ULTRABASE BRANCO NEVE;345,2231;66,93;1314,9826
7207;LAZ - HS704 ULTRABASE AZUL MEDIO;256,4848;66,93;977,1709
7215;LAZ - SELADORA PLAST. LAZZURIL 900ML;40,0331;53,45;97,4084
7213;LAZ - HS705 ULTRABASE AZUL MED.ESCURO;120,9697;66,93;460,9517
7222;LAZ - HS708 ULTRABASE AZUL;232,4187;67,94;924,8121
7228;LAZ - HS714 ULTRABASE OXIDO FERRO VERM.;100,0661;68,03;399,6726
7229;LAZ - HS717 ULTRABASE VERM.RUBI;240,6171;66,93;916,6674
7230;LAZ - HS718 ULTRABASE AMARELO CLARO;193,4325;68,02;772,3898
7231;LAZ - HS719 ULTRABASE AMAR.TRANS;96,6281;66,93;368,0632
7248;LAZ - HS729 ULTRABASE ROSA;189,741;68,02;757,652
7249;LAZ - HS732 ULTRABASE VERDE CLARO;144,5289;68,02;577,1106
7250;LAZ - HS739 ULTRABASE VIOLETA;310,314;68,02;1239,1588
7258;LAZ - HS740 ULTRABASE BRANCO MICRON;290,8871;68,02;1161,5904
7254;LAZ - HS742 ULTRABASE PRETO PROFUNDO;462,4573;67,94;1840,1223
7264;LAZ - HS746 ULTRABASE AZUL OCEANO;287,449;68,03;1148,2099
7265;LAZ - HS749 ULTRABASE AMARELO MEDIO LEAD FREE;131,0193;78,08;938,7745
7280;LAZ - BP VERMELHO GOYA GM LAZZURIL 900ML;56,1763;9,85;63,017
7278;LAZ - HS759 ULTRABASE ALUM.MEDIO BRILH;729,168;68,02;2911,7327
7284;LAZ - HS762 ULTRABASE ALUMINIO MEDIO;97,4986;67,94;387,8433
7285;LAZ - HS765 ULTRABASE PER.AZUL FINA;237,5317;68,03;948,6643
7286;LAZ - HS766 ULTRABASE PER.VERMELHA GRAUDA;276,2865;68,03;1103,608
7293;LAZ - HS769 ULTRABASE PER.DOURADA MEDIA;285,3884;68,03;1139,6772
7298;LAZ - HS775 ULTRABASE PER. VERDE AZULAD;364,1322;68,02;1454,0239
7299;LAZ - HS778 ULTRABASE PEROLA OURO;167,8017;67,96;668,0601
7300;LAZ - HS779 ULTRABASE GRAFITE;135,3388;68,02;540,4597
7332;LAZ - HS797 ULTRABASE ALUMINIO EXTRA FINO BRILHANTE;93,3774;66,94;355,8463
7337;LAZ - HS800 ULTRABASE VERNIZ POL.;210,6336;55,15;536,9226
7344;LAZ - LL115 LACA NITRO VERDE;51,0964;67,76;201,6784
7349;LAZ - LL136 LACA NITRO AZUL;52,8264;67,77;208,6595
7356;LAZ - BP BRANCO SUMMIT GM LAZZURIL 900ML;32,9477;9,86;36,9622
7353;LAZ - LL138 LACA NITRO AZUL ESCURO;56,5289;67,73;222,8161
7357;LAZ - THINNER / DILUENTE PU/POLIES. 454 LAZZURIL 5L;121,0646;43,17;352,4492
7358;LAZ - BP VERDE REGATA GM LAZZURIL 900ML;56,8926;9,85;63,8226
7366;LAZ - BP PRETO CRISTAL HONDA LAZZURIL 900ML;32,8815;9,86;36,888
7369;LAZ - HS784 ULTRABASE PEROLA DOURADA BRILHANTE;787,7576;68,69;3240,0235
9456;LAZ - FC608 FLEET COLOR AZUL ESCURO;320,8815;60,99;978,5582
5917;LAZ - BP PRATA ESCUNA III GM LAZZURIL 900ML;32,6832;9,86;36,6654
7467;LAZ - LM428 POLIESTER MARROM OURO;233,3113;67,35;904,7829
7478;LAZ - BP PRATA SUPERNOVA TOY LAZZURIL 900ML;29,3003;9,86;32,8706
7480;LAZ - BP PRETO GLOBAL GM LAZZURIL 900ML;31,0854;9,86;34,874
7482;LAZ - CATALISADOR MASSA POLIESTER AVULSO LAZZURIL;5,9244;28,4;9,7174
7530;LAZ - .WASH PRIMER LAZZURIL 600ML;29,4766;60,03;87,0711
7547;LAZ - .PU VERMELHO FLASH VW LAZURIL 675ML;47,1736;52,48;111,865
7562;LAZ - BP BRANCO ARTICO FORD LAZZURIL 900ML;28,9807;9,85;32,5102
7560;LAZ - FC626 FLEET COLOR VIOL.AZULAD;514,854;64,57;1784,4311
7581;LAZ - LM484 PEROLA DOURADA BR 240ML;74,876;59,82;219,7209
7583;LAZ - LM473 POLIESTER PEROLA VERDE;167,2397;65,63;604,1455
7586;LAZ - BP VERMELHO LYRA II GM LAZZURIL 900ML;56,6942;9,85;63,6
7595;LAZ - LM485 PEROLA AZUL GALAXIA 240ML;74,876;57,7;205,5711
7596;LAZ - PRIMER PU LAZZURIL 8200 800ML S/CAT;28,1102;40,95;51,2295
7598;LAZ - BP VERDE BORNEO VW LAZZURIL 900ML;46,1157;9,85;51,728
7645;LAZ - BP CINZA STEEL III FIAT LAZURIL 900ML;34,2149;9,85;38,3826
7653;LAZ - BP EBONY BLACK NAC. EB LAZZURIL 900ML;53,719;9,85;60,261
7662;LAZ - FC623 FLEET COLOR VERM.OXIDO;206,0165;66,24;762,8875
7661;LAZ - BP PRATA COLUMBIA FORD LAZZURIL 900ML;38,6336;9,86;43,3434
7671;LAZ - BP VERMELHO VITORIA VW LAZZURIL 900ML;18,2955;8,85;20,829
7670;LAZ - BP AZUL UNIQUE VW LAZZURIL 900ML;47,2287;9,85;52,9788
7680;LAZ - BP VERDE LAGOON FIAT LAZURIL 900ML;39,3609;9,86;44,1596
7685;LAZ - CONTROLE LIXAMENTO LAZZURIL 08 900ML;28,9256;47,03;60,0419
7687;LAZ - HS783 ULTRABASE PEROLA BRONZE BRILHANTE;770,9091;67,96;3070,1664
7689;LAZ - BP CINZA PALADIUM LAZZURIL 900ML;45,8292;9,85;51,41
7688;LAZ - LS215 SINTETICO VERDE;125,157;66,94;477,047
7694;LAZ - BP VERMELHO TROPIC LAZZURIL 900ML;20,5399;9,86;23,0444
7695;LAZ - HS785 ULTRABASE PEROLA AZUL GALAXIA;770,9091;67,96;3070,1664
7696;LAZ - LS225 SINTETICO VIOLETA;86,4793;67,91;343,629
7703;LAZ - MASSA POLIESTER SHERWIN M3500 750GR;22,0619;23,39;32,5172
7725;LAZ - BP PRETO ECLIPSE TOY 209 LAZZURIL 900ML;32,9366;9,86;36,9516
7736;LAZ - .PU AZUL 5497 MBB LAZZURIL 675ML;38,9532;40,94;70,9766
7744;LAZ - LM446 LAZZUMIX POLIESTER AZUL1;243,7906;66,86;925,9758
7751;LAZ - FC622 FLEET COLOR VERM.VIVO;1010,303;65,33;3607,4116
7790;LAZ - FC616 FLEET COLOR VERM.ESCARL;295,0083;67,76;1164,4993
7801;LAZ - LS201 SINTETICO PRETO;115,7025;68,11;463,8605
7797;LAZ - LM465 POLIESTER PEROLA AZUL FINA;199,1846;67,91;791,3939
7824;LAZ - LM422 POLIESTER AMARELO ESVERDEADO;158,6006;67,78;626,5608
7852;LAZ - .PU BRANCO DIAMANTE FORD LAZZURIL 675ML;30,8871;52,44;73,173
7891;LAZ - BP VERMELHO ALPINE FIAT LAZURIL 900ML;52,6942;9,86;59,1162
7898;LAZ - LS208 SINTETICO AZUL ESCURO;41,8182;67,91;166,191
7900;LAZ - LM463 POLIESTER PEROLA VERMELHA FINA;182,876;65,63;660,5675
7930;LAZ - LM478 POLIESTER PEROLA OURO;159,2176;67,73;627,7243
7949;LAZ - BP PRATA ICE SWITCHBLADE LAZZURIL 900M;29,4105;9,87;32,9978
7957;LAZ - BP PRATA RIVIERA FORD LAZZURIL 900ML;41,0248;9,86;46,0252
7961;LAZ - LM453 POLIESTER ALUMINIO MEDIO GRAUDO;74,1708;65,66;268,3171
7977;LAZ - LM476 POLIESTER PEROLA BRONZE;167,2397;64,57;579,8257
7976;LAZ - .PU VERMELHO LYRA GM LAZZURIL 675ML;42,9972;47,99;91,2497
7986;LAZ - LL112 LACA NITRO PRETO;177,7741;68,89;738,0656
7980;LAZ - BP AZUL OCEAN FIAT LAZURIL 900ML;44,9256;9,86;50,403
7992;LAZ - BP CINZA URBAN VW LAZZURIL 900ML;41,7631;9,86;46,852
9958;LAZ - EMBALAGEM LAZZUMIX GALAO;18,2955;28,58;30,1325
8000;LAZ - BP PRATA LIGHT VW LAZZURIL 900ML;33,6419;9,85;37,736
8045;LAZ - BP VERMELHO CORDOBA FIAT LAZURIL 900ML;68,4628;9,85;76,797
8069;LAZ - LM415 POLIESTER LARANJA CLARO;113,6639;67,92;451,8373
8097;LAZ - .PU CINZA URANO VW LAZZURIL 675ML;34,0055;53,38;82,5719
8126;LAZ - BP PRATA ETOILE REN LAZZURIL 900ML;27,5813;9,86;30,9414
8128;LAZ - FC615 FLEET COLOR VERDE ESCUR;273,5647;60,91;831,9237
8138;LAZ - LL145 LACA NITRO VIOLETA;108,0441;67,89;428,9547
8145;LAZ - FC649 BRANCO LIGHT;221,0689;67,1;848,213
8146;LAZ - LS249 SINTETICO BRANCO LIGHT;146,5014;67,09;561,9848
8194;LAZ - LS228 SINTETICO VERMELHO MEDIO;161,7741;67,22;624,0396
8201;LAZ - LM409 POLIESTER VERMELHO CLARO;188,2865;54,37;469,7254
8214;LAZ - .PU BRANCO FOSCO II LAZZURIL GALAO 2,7L;126,3912;56,05;330,5482
8215;LAZ - LM460 POLIESTER GOLD;171,9669;65,64;621,4307
8228;LAZ - ANTICRATERA LAZZURIL 450ML;53,5317;55,15;136,4656
8244;LAZ - .PU VERMELHO ROYAL VW LAZZURIL 675ML;51,1185;52,44;121,0993
8248;LAZ - .SPECTRA PRIMER CINZA LAZZURIL 0,9L;91,7025;52,8;219,2806
8257;LAZ - .PU BRANCO GEADA LAZZURIL GALAO 2,7L;115,9669;60,11;343,4354
8278;LAZ - FC650 FLEET COLOR P.U BRANCO;245,8843;56,69;655,2137
8331;LAZ - BP VERMELHO VIVO 727 LAZZURIL 900ML;47,2397;9,85;52,9894
7668;LAZ - LM454 POLIESTER ALUMINIO BRILHANTE;68,2755;65,63;246,6331
8340;LAZ - BP BRANCO PEROLA VW LAZZURIL 900ML;63,2176;9,85;70,914
8371;LAZ - LL130 LACA NITRO BRANCO;181,4766;67,05;694,8213
8384;LAZ - BP AZUL SANTIAGO FIAT LAZURIL 900ML;47,5592;9,85;53,3498
8386;LAZ - BP PRATA LUNAR VW LAZZURIL 900ML;27,6253;9,86;30,9944
8404;LAZ - LL135 LACA NITRO AMARELO OXIDO;168,3857;68,79;695,9848
8410;LAZ - BP CINZA VIRGO GM LAZZURIL 900ML;36;9,86;40,386
8416;LAZ - LM479 POLIESTER GRAFITE;93,3113;67,74;368,0632
8415;LAZ - LM470 POLIESTER PEROLA VIOLETA;252,7163;64,57;876,173
8433;LAZ - LM457 POLIESTER ALUMINIO SUPER FINO;67,6143;61,05;206,6011
8432;LAZ - MASSA PEQUENAS CORRECAO LAZZURIL 034 200GR;12,3574;35,78;24,3194
8459;LAZ - BP CINZA VULCAN VW LAZZURIL 900ML;33,6749;9,86;37,7784
8458;LAZ - .SPECTRA PRIMER BRANCO LAZZURIL 900ML;96,3196;50,97;219,728
8456;LAZ - LM447 LAZZUMIX POLIESTER BASE;161,157;54,42;402,5665
8473;LAZ - BP PRATA IMPERIAL VW LAZZURIL 900ML;50,7989;9,85;56,9856
8486;LAZ - LS207 SINTETICO AZUL;147,0523;67,9;584,0919
8482;LAZ - FOSQUEANTE UNIVERSAL LAZZURIL 8027 900ML;59,7025;73,41;312,4077
8494;LAZ - FC601 FLEET COLOR P.U PRETO;210,9642;57,61;577,6449
8490;LAZ - LM418 POLIESTER AMARELO CLARO;117,0689;65,31;417,5777
8500;LAZ - LM410 POLIESTER VERMELHO MEDIO;151,2397;66,95;576,723
8497;LAZ - BP VERMELHO TORNADO VW LAZZURIL 900ML;50,9311;9,85;57,134
8495;LAZ - LM404 POLIESTER AZUL MEDIO;163,3278;68,46;664,9572
8508;LAZ - BP PRATA ENSEADA FORD LAZZURIL 900ML;29,5317;9,84;33,125
8509;LAZ - BP NIGHTHAWK BLACK B92P LAZZURIL 900ML;40,8375;9,86;45,8132
8514;LAZ - BP PRETO VESUVIO FIAT LAZURIL 900ML;28,4187;9,87;31,8848
8521;LAZ - LS235 VERNIZ P/ LAZZUMIX SINTETICO;97,0579;67,9;385,5162
8536;LAZ - BP PRATA SIRIUS VW LAZZURIL 900ML;29,6309;9,86;33,2416
8543;LAZ - BP PRATA REFLEX VW LAZZURIL 900ML;28,8264;9,86;32,3406
8551;LAZ - FC625 FLEET COLOR P.U VIOLETA;288,3967;58,07;800,7742
8575;LAZ - LM426 POLIESTER MARROM MEDIO;162,5565;65,31;579,9179
8614;LAZ - BP MAGNESIUM MET. NH675M LAZZURIL 900ML;40,4408;9,86;45,368
8622;LAZ - AD500 ADITIVO HS EFEITO MET;60,3636;61,06;184,5169
8625;LAZ - BP AZUL BUZIOS FIAT LAZURIL 900ML;34,1598;9,85;38,319
8627;LAZ - BP CINZA CENDRE ETS LAZURIL 900ML;47,9229;9,86;53,7632
8628;LAZ - LM451 POLIESTER ALUMINIO MEDIO;210,0275;67,56;821,8397
8638;LAZ - BP VERMELHO FLASH VW LAZZURIL 900ML;44,022;9,86;49,3854
8634;LAZ - LM475 POLIESTER PEROLA VERDE AZULADO;170,0937;66,96;648,8616
8641;LAZ - BP VERMELHO PEPPER GM LAZZURIL 900ML;48,1763;9,86;54,0494
8658;LAZ - BP BRANCO POLAR LAZZURIL 900ML;30,9642;9,85;34,7362
8663;LAZ - BP BEGE NEVADA GM LAZZURIL 900ML;50,0937;9,85;56,1906
8664;LAZ - BP PRETO PERLA KTV LAZZURIL 900ML;32,8815;9,86;36,888
8694;LAZ - BP PRETO VULCANO FIAT LAZURIL 900ML;30,27;9,84;33,9518
8701;LAZ - LM492 POLIESTER ALUMINIO BRILHANTE MEDIO;312,0992;57,72;857,3749
8719;LAZ - BP PRATA BARI FIAT LAZURIL 900ML;27,6253;9,86;30,9944
8737;LAZ - PONTE ADERENTE LAZZURIL 900ML;36,7824;47,99;78,066
8750;LAZ - LM413 POLIESTER VERMELHO TRANSPARENTE;69,3884;67,95;276,1443
8759;LAZ - BP VERMELHO BARI FORD LAZZURIL 900ML;49,7851;9,86;55,8514
8763;LAZ - LM423 POLIESTER VERMELHO VIVO;90,7218;64,25;310,6439
8769;LAZ - FC628 FLEET COLOR VERM. MEDIO;226,6667;58,89;645,6096
8768;LAZ - .PU BRANCO SPRI 9147 LAZURIL 675ML;30,6336;35,94;50,718
8789;LAZ - .PU BRANCO MAHLER GM LAZZURIL 675ML;31,2287;51,33;71,8988
8786;LAZ - BP BRANCO CRISTAL VW LAZZURIL 900ML;30,4463;9,85;34,1532
8798;LAZ - .PU BRANCO CRISTAL VW LAZZURIL 675ML;31,2066;39,47;55,2215
8809;LAZ - .PU AMARELO INDIANAPOLIS LAZZURIL 675ML;45,9725;52,44;108,9102
8813;LAZ - BP VERMELHO FIRENZE FIAT LAZURIL 900ML;51,2617;9,85;57,505
8851;LAZ - LM462 POLIESTER ALUMINIO MEDIO FINO;242,4793;67,91;963,5966
8855;LAZ - .PU AZUL BUZIOS FIAT LAZZURIL 675ML;44,4298;49,8;98,472
8859;LAZ - VERNIZ PU LAZZURIL 8937 5L;168,1543;30,39;252,8226
8877;LAZ - BP PRETO EBONY FORD LAZZURIL 900ML;28,7383;9,84;32,2346
8900;LAZ - BP BRANCO MAHLER GM LAZZURIL 900ML;28,7603;9,86;32,2664
8901;LAZ - VERNIZ PU LAZZURIL 8937 1/4;32,2204;33,91;51,4425
8918;LAZ - FC605 FLEET COLOR P.U OCRE;199,5923;57,66;547,3846
8938;LAZ - BP AZUL VANDIKE GM LAZZURIL 900ML;42,3581;9,86;47,5198
8940;LAZ - BP VERMELHO LYRA GM LAZZURIL 900ML;61,4105;9,85;68,8894
8941;LAZ - SR-15 SPEED REDUCER LAZZURIL 450ML;48,2314;53,23;116,6514
8948;LAZ - LM491 POLIESTER ALUMINIO FINO;284,7713;67,91;1131,5325
8973;LAZ - BP EBONY BLACK IMP. EB LAZZURIL 900ML;45,0358;9,85;50,5196
9015;LAZ - .PU AZUL 5500 MBB LAZZURIL 675ML;42,9532;40,71;77,8955
9040;LAZ - .PU PRETO CADILAC LAZZURIL 675ML;25,73;42,35;48,246
9047;LAZ - BP VERMELHO LUCIFER PEUG LAZZURIL 900ML;99,0303;9,85;111,088
9066;LAZ - .PU PRETO CADILAC LAZZURIL GALAO 2,7L;98,1928;60,1;290,6886
9078;LAZ - BP BRANCO GEADA VW LAZZURIL 900ML;27,9118;9,86;31,3124
9083;LAZ - LM437 POLIESTER VIOLETA AVERMELHADO;151,7466;67,73;598,2481
9084;LAZ - PANO PEGA POEIRA LAZZURIL;5,512;42,66;13,326
9101;LAZ - .PU BRANCO PURO II LAZZURIL 675ML;32,4518;40,92;59,0999
9153;LAZ - BP PRETO NINJA VW LAZZURIL 900ML;27,5813;9,86;30,9414
9167;LAZ - VERNIZ RAPIDO LAZZURIL 7502 900ML;33,5537;44,47;65,7913
9170;LAZ - BP CINZA BLUET GM LAZZURIL 900ML;40,6171;9,86;45,5694
9194;LAZ - ENDUREC. 061 TINTA PU LAZZURIL 225ML;14,5704;39,62;31,991
9208;LAZ - BP VERDE HERA GM LAZZURIL 900ML;42,0496;9,85;47,17
9210;LAZ - BP PRETO LISZT GM LAZZURIL 900ML;29,5427;9,87;33,1462
9229;LAZ - THINNER / DILUENTE PU/POLIES. 454 LAZZURIL 18L;416,076;41,38;1122,3584
9230;LAZ - LM467 POLIESTER PEROLA AZUL GRAUDA;167,2397;60,83;507,3287
9239;LAZ - LM407 POLIESTER PRETO CLARO;156,3967;57,68;429,1848
9263;LAZ - THINNER / DILUENTE PU/POLIES. 454 LAZZURIL 900ML;23,1331;42,15;64,4468
9258;LAZ - ENDUREC. VERNIZ U.7000 UH80 HPC15 180ML;43,7663;39,14;94,7303
9266;LAZ - .VERNIZ PU ULTRA 7000 HPC15 LAZZURIL 900ML;89,146;44,47;174,7994
9265;LAZ - BP GRIS ALUMINIUM PEUG LAZZURIL 900ML;29,2672;9,84;32,8282
9271;LAZ - BP PRATA POLARIS GM LAZZURIL 900ML;28,2975;9,86;31,747
9312;LAZ - .PU BRANCO GEADA VW LAZZURIL 675ML;31,2507;40,92;56,9121
9322;LAZ - BP PRATA GEADA III FORD LAZZURIL 900ML;30,2149;9,86;33,8988
9329;LAZ - FC630 MIXING FLEET ALUMINIO;217,6088;67,93;865,278
9330;LAZ - ENDUREC. FLEET 064 LZ 450ML;37,1546;46,45;102,7784
9350;LAZ - BP VERDE WEST GM LAZZURIL 900ML;53,3444;9,85;59,837
9356;LAZ - .PRETO FOSCO VINILICO LAZZURIL 600ML;28,3085;63,04;92,6947
9360;LAZ - ENDUREC. SPECTRA H38 LAZZURIL 225ML;33,622;44,72;87,2647
9378;LAZ - COPO CATALISE LAZZUMIX 0,450ML;1,4545;28,05;2,1052
9393;LAZ - .PU BRANCO BANCHISA LAZZURIL 675ML;31,8017;42,32;59,5907
9412;LAZ - BP PRATA GLOBAL HONDA LAZZURIL 900ML;30,7107;9,85;34,45
9427;LAZ - LM424 POLIESTER VERMELHO ESCARLATE;131,8127;65,31;470,2137
9424;LAZ - BP VERDE EMERALD FIAT LAZURIL 900ML;54,2149;9,86;60,8228
9428;LAZ - LM405 POLIESTER AZUL MEDIO ESCURO;86,2479;67,92;342,8534
9436;LAZ - .PU VERMELHO FLASH IV LAZZURIL 675ML;60,551;40,95;110,3435
9444;LAZ - LM432 POLIESTER VERDE CLARO;81,3223;65,64;293,8794
9469;LAZ - BP CINZA SCANDIUM FIAT LAZURIL 900ML;29,5207;9,85;33,1144
9467;LAZ - BP PRETO UNIVERSAL VW LAZZURIL 900ML;28,2094;9,84;31,641
9474;LAZ - ENDUREC. PRETO VIN/WASH P LAZZURIL 051 300ML;9,157;62,92;29,8642
9480;LAZ - BP VERMELHO FLASH IV LAZURIL 900ML;44,2865;9,86;49,6822
9486;LAZ - ENDUREC. 054 VERNIZ (NORMAL) P/ 8500 LAZZURIL 150ML;8,3085;55,16;21,1837
9518;LAZ - HS782 ULTRABASE PEROLA CRISTAL;576,3526;68,25;2324,1502
9610;LAZ - KIT VERNIZ PU LAZZURIL 8050 (VERNIZ + CAT);36,3967;16,54;44,506
9620;LAZ - LM417 POLIESTER VERMELHO RUBI;142,1598;65,63;513,5482
9626;LAZ - LM430 POLIESTER BRANCO PURO;223,5372;65,63;807,419
9677;LAZ - .PU BRANCO PURO II LAZZURIL GALAO 2,7L;123,0193;49,74;272,2363
9688;LAZ - LM402 POLIESTER BRANCO;67,6364;65,63;244,3412
9692;LAZ - BP CINZA CROMO FIAT LAZURIL 900ML;30,7879;9,85;34,5348
9713;LAZ - BP PRATA MET RS5 LAZZURIL 900ML;37,1901;9,86;41,7216
9035;LAZ - HS709 ULTRABASE VERM. CLARO;291,989;66,92;1112,1403
9743;LAZ - ENDUREC. FLEET 064 LZ 300ML;26,1581;45,95;71,0052
9747;LAZ - FC607 FLEET COLOR P.U AZUL;309,0358;61,04;944,0999
9759;LAZ - LM420 POLIESTER OXIDO FERRO AMARELO;68,9146;61,08;210,7849
9765;LAZ - LM468 POLIESTER PEROLA PRATA BRILHANTE;121,3554;64,25;415,5462
