sku;Descrição;Novo Pr.Custo Real;custo;Novo Pr. Venda 3
15043;MAZ - REVESTIMENTO CIMENTO QUEIMADO SHITAKE MAZA 5,6KG;58,9311;61,69;184,0413
12855;MAZ - FUNDO PREP  SELAGESSO BALDE 18L MOCOCA;91,3829;61,31;281,724
12865;MAZ - MAZATHANE AMARELO SEGURANÇA M677 3,6L MAZA;293,5758;61,54;912,1794
12866;MAZ - KIT MAZATHANE BRANCO KIT M677 3,6L MAZA;293,5317;61,83;920,9435
12873;MAZ - WASH PRIMER KIT MAZA GALAO 3,6L C/CAT;134,4132;48,26;287,0521
12880;MAZ - ACR PREMIUM FOSCO MAZA BASE A 16L;247,0303;51,46;570,5976
12886;MAZ - REVESTIMENTO CIMENTO QUEIMADO ORIGINAL MAZA 5,6KG;60,9477;56,19;160,0362
12887;MAZ - REVESTIMENTO CIMENTO QUEIMADO ORIGINAL MAZA 23KG;162,9642;61,89;512,4675
12890;MAZ - ESM BR PRETO MAZA 18L;341,3333;46,98;707,6825
12908;XPT - MASSA ACRILICA BARRICA 23KG BARATAO;56,4948;50,42;184,0323
12949;MAZ - VERNIZ TING MOGNO MAZA 18L;359,9669;52,81;861,1312
12961;MAZ - KIT ESM ACO CORTEN MAZA 4,5L;162,8981;60,84;494,2772
15074;MAZ - ES IND PRETO N1  MAZA 3,6L;88,6942;62,04;280,3912
15136;MAZ - ACR FC CROMIO PROFISSIONAL MAZA 18L;89,9063;46,34;183,7027
15137;MAZ - ACR FC CROMIO PROFISSIONAL 3.6L;35,5041;60,39;106,1137
15138;MAZ - ACR FC PRATA PROFISSIONAL MAZA 18L;89,9063;52,13;211,258
15139;MAZ - ACR FC PRATA PROFISSIONAL 3.6L;35,5041;60,39;106,1137
15152;MAZ - ACR PREMIUM FOSCO MAZA BASE C 800ML;16,4187;64,99;57,8469
15153;MAZ - ACR PREMIUM FOSCO MAZA BASE B2 800ML;15,6584;66,19;57,8469
15184;MAZ - SPRAY USO GERAL AMARELO JOHN DEERE BRIL MAZA;11,5372;20,48;14,9
15185;MAZ - SPRAY USO GERAL VERDE JOHN DEERE BRIL MAZA;10,876;20,75;14,1
15186;MAZ - SPRAY USO GERAL VERMELHO CASE II BRIL MAZA;11,5372;20,48;14,9
15187;MAZ - SPRAY VERNIZ ACRILICO FOSCO MAZA;18,4132;20,83;23,9
15188;MAZ - MAZATHERMIC BD 18KG MAZA;259,6253;50,94;591,7757
15201;MAZ - THINNER 100 MAZA 900ML (LIMPEZA);9,7182;46,9;27,35
15327;MAZ - ES IND VERMELHO BOMBEIRO 6,37R 4,52/12 55  MAZA 3,6L;88,6942;62,99;289,9708
15328;SV - SV DEMARCACAO VIARIA PROFISSIONAL AMARELO 18L;376,6942;52,24;887,734
15330;SV - SV DEMARCACAO VIARIA PROFISSIONAL VERMELHO 18L;377,3774;52,17;887,734
15357;MAZ - REVESTIMENTO CIMENTO QUEIMADO CAMURCA MAZA 5,6KG;60,9477;60,7;184,0413
15358;MAZ - REVESTIMENTO CIMENTO QUEIMADO CONCRETO MAZA 5,6KG;60,9477;60,7;184,0413
15453;MAZ - REVESTIMENTO PEDRAS NATURAIS PO DE DIAMANTE BD 23KG;140,7052;60,6;423,5344
15455;MAZ - REVESTIMENTO PEDRAS NATURAIS GRÍGIO BD 23KG;140,7052;56,08;368,2668
15457;MAZ - REVESTIMENTO PEDRAS NATURAIS GRÍGIO SUPREMO BD 23KG;140,7052;65,99;515,6473
15458;MAZ - REVESTIMENTO PEDRAS NATURAIS MARROCOS RED BD 23KG;225,0909;60,77;681,4503
15459;MAZ - REVESTIMENTO PEDRAS NATURAIS NERO GRIGIO BD 23KG;169,0689;61;515,6473
15460;MAZ - REVESTIMENTO PEDRAS NATURAIS PRETO ABSOLUTO BD 23KG;163,2617;60,95;497,2247
15461;MAZ - REVESTIMENTO PEDRAS NATURAIS RED BLACK BD 23KG;169,3664;60,94;515,6473
15462;MAZ - REVESTIMENTO PEDRAS NATURAIS STAR BLACK BD 23KG;140,7052;67,7;553,8771
17255;MAZ - MAZA MIX PU 938 AMARELO ESVERDEADO 3,6L;309,0028;62,99;1010,1087
17276;MAZ - FUNDO PREP PAREDES MOCOCA 18L;78,1168;52,58;281,724
17338;SV - SV DEMARCACAO VIARIA PROFISSIONAL CINZA CLARO N6,5 18L;376,6942;52,24;887,734
17339;SV - SV DEMARCACAO VIARIA PROFISSIONAL CINZA ESCURO N3,5 18L;377,3774;52,17;887,734
17391;MAZ - COLORANTE MAZA AMARELO MÉDIO (T) 900ML;167,1515;65,8;607,9383
17392;MAZ - COLORANTE MAZA AMARELO ORGANICO (AXX) 900ML;153,4876;65,74;556,836
17393;MAZ - COLORANTE MAZA AMARELO OXIDO (C) 900ML;44,0661;67,16;169,4874
17394;MAZ - COLORANTE MAZA  AZUL (E) 900ML;83,6253;63,83;281,9423
17395;MAZ - COLORANTE MAZA BRANCO (KX) 900ML;67,1846;67,11;257,9158
17396;MAZ - COLORANTE MAZA MAGENTA (V) 900ML;127,9008;65,03;451,3525
17397;MAZ - COLORANTE MAZA MARROM OXIDO (I) 900ML;89,6639;66,88;340,8173
17398;MAZ - COLORANTE MAZA MARROM UMBER (L) 900ML;47,1185;67,07;180,5413
17399;MAZ - COLORANTE MAZA PRETO (B) 900ML;45,5868;65,77;165,6411
17400;MAZ - COLORANTE MAZA VERDE (D)  900ML;62,303;66,07;229,0782
17401;MAZ - COLORANTE MAZA VERMELHO ORGANICO (R) 900ML;136,7713;66,86;519,5161
17402;MAZ - COLORANTE MAZA VERMELHO OXIDO (F) 900ML;164,1212;65,89;599,1275
17417;MAZ - ESM AMARELO DIRETO NA FERRUGEM MAZA 900ML;36,7273;16,54;44,9104
17418;MAZ - ESM AZUL DIRETO NA FERRUGEM MAZA 900ML;36,7273;16,54;44,9104
17419;MAZ - ESM AZUL DIRETO NA FERRUGEM MAZA 3,6L;122,8871;16,53;150,2598
17420;MAZ - ESM CINZA DIRETO NA FERRUGEM MAZA 3,6L;122,8871;16,53;150,2598
17421;MAZ - ESM CINZA DIRETO NA FERRUGEM MAZA 900ML;36,7273;16,54;44,9104
17422;MAZ - ESM MARROM DIRETO NA FERRUGEM MAZA 900ML;36,7273;16,54;44,9104
17423;MAZ - ESM VERDE DIRETO NA FERRUGEM MAZA 3,6L;122,8871;16,53;150,2598
17424;MAZ - ESM VERDE DIRETO NA FERRUGEM MAZA 900ML;36,7273;16,54;44,9104
17425;MAZ - ESM VERMELHO DIRETO NA FERRUGEM MAZA 3,6L;122,8871;16,53;150,2598
17426;MAZ - ESM VERMELHO DIRETO NA FERRUGEM MAZA 900ML;36,7273;16,54;44,9104
17467;MAZ - ACR PREMIUM FOSCO MAZA BASE A 800ML;17,2452;63,32;57,0598
17468;MAZ - ACR PREMIUM FOSCO MAZA BASE B1 3,2L;61,135;58,92;174,2758
